time,teaName,searchIndex,dealIndex,mean,category
7月上,龙井,0.07470670113342613,0.029419367667528333,3227.163043478261,绿茶
7月中,龙井,0.07714257307615828,0.03160668124875721,3227.163043478261,绿茶
7月下,龙井,0.07422404598781612,0.02806449863518863,3227.163043478261,绿茶
8月上,龙井,0.07632730165042753,0.029011731954662955,3227.163043478261,绿茶
8月中,龙井,0.08297872340425533,0.030870948498707498,3227.163043478261,绿茶
8月下,龙井,0.08848677669516802,0.03186970118765704,3227.163043478261,绿茶
9月上,龙井,0.09046530125273414,0.03957049115132233,3227.163043478261,绿茶
9月中,龙井,0.08361503280970371,0.03506661364088288,3227.163043478261,绿茶
9月下,龙井,0.08438059256313382,0.03635911712069994,3227.163043478261,绿茶
10月上,龙井,0.08429111155299264,0.0336746868164645,3227.163043478261,绿茶
10月中,龙井,0.09307019288128852,0.039679856830383775,3227.163043478261,绿茶
10月下,龙井,0.09557294961947975,0.03684086841772267,3227.163043478261,绿茶
11月上,龙井,0.111741896997415,0.04199642075959435,3227.163043478261,绿茶
11月中,龙井,0.1477729170809306,0.052137601908928216,3227.163043478261,绿茶
11月下,龙井,0.583933187512428,0.08095048717438855,3227.163043478261,绿茶
12月上,龙井,0.6025452376217936,0.08127858421157287,3227.163043478261,绿茶
12月中,龙井,0.6650825213760191,0.09752435871942731,3227.163043478261,绿茶
12月下,龙井,0.665847177280862,0.09735353133643052,3227.163043478261,绿茶
1月上,龙井,0.6863094054483992,0.10392722211175183,3227.163043478261,绿茶
1月中,龙井,0.5078246172201233,0.06187114734539669,3227.163043478261,绿茶
1月下,龙井,0.3791915978235326,0.03670529112962997,3227.163043478261,绿茶
2月上,龙井,0.6250447405050705,0.0826207993636906,3227.163043478261,绿茶
2月中,龙井,0.6510936567906144,0.08192483595148141,3227.163043478261,绿茶
2月下,龙井,0.7101809504871743,0.08951415125604825,3227.163043478261,绿茶
3月上,龙井,0.7271425730761584,0.09018691588785047,3227.163043478261,绿茶
3月中,龙井,0.8286836349174785,0.08860608470868961,3227.163043478261,绿茶
3月下,龙井,0.5804515627542074,0.0841754189338202,3227.163043478261,绿茶
4月上,龙井,0.586816464505866,0.08655796380990256,3227.163043478261,绿茶
4月中,龙井,0.4256412805726785,0.0829389540664148,3227.163043478261,绿茶
4月下,龙井,0.18885464307019287,0.06148339630145158,3227.163043478261,绿茶
5月上,龙井,0.18833764167826605,0.06507257904155896,3227.163043478261,绿茶
5月中,龙井,0.1577947902167429,0.055875919665937565,3227.163043478261,绿茶
5月下,龙井,0.16096639490952475,0.055198033225474064,3227.163043478261,绿茶
6月上,龙井,0.1477430900775502,0.052883276993438054,3227.163043478261,绿茶
6月中,龙井,0.16961622588983893,0.05974348777092861,3227.163043478261,绿茶
6月下,龙井,0.14068403261085702,0.04928415191887055,3227.163043478261,绿茶
7月上,黄山毛峰,0.07470670113342613,0.029419367667528333,3227.163043478261,绿茶
7月中,黄山毛峰,0.07714257307615828,0.03160668124875721,3227.163043478261,绿茶
7月下,黄山毛峰,0.07422404598781612,0.02806449863518863,3227.163043478261,绿茶
8月上,黄山毛峰,0.07632730165042753,0.029011731954662955,3227.163043478261,绿茶
8月中,黄山毛峰,0.08297872340425533,0.030870948498707498,3227.163043478261,绿茶
8月下,黄山毛峰,0.08848677669516802,0.03186970118765704,3227.163043478261,绿茶
9月上,黄山毛峰,0.09046530125273414,0.03957049115132233,3227.163043478261,绿茶
9月中,黄山毛峰,0.08361503280970371,0.03506661364088288,3227.163043478261,绿茶
9月下,黄山毛峰,0.08438059256313382,0.03635911712069994,3227.163043478261,绿茶
10月上,黄山毛峰,0.08429111155299264,0.0336746868164645,3227.163043478261,绿茶
10月中,黄山毛峰,0.09307019288128852,0.039679856830383775,3227.163043478261,绿茶
10月下,黄山毛峰,0.09557294961947975,0.03684086841772267,3227.163043478261,绿茶
11月上,黄山毛峰,0.111741896997415,0.04199642075959435,3227.163043478261,绿茶
11月中,黄山毛峰,0.1477729170809306,0.052137601908928216,3227.163043478261,绿茶
11月下,黄山毛峰,0.583933187512428,0.08095048717438855,3227.163043478261,绿茶
12月上,黄山毛峰,0.6025452376217936,0.08127858421157287,3227.163043478261,绿茶
12月中,黄山毛峰,0.6650825213760191,0.09752435871942731,3227.163043478261,绿茶
12月下,黄山毛峰,0.665847177280862,0.09735353133643052,3227.163043478261,绿茶
1月上,黄山毛峰,0.6863094054483992,0.10392722211175183,3227.163043478261,绿茶
1月中,黄山毛峰,0.5078246172201233,0.06187114734539669,3227.163043478261,绿茶
1月下,黄山毛峰,0.3791915978235326,0.03670529112962997,3227.163043478261,绿茶
2月上,黄山毛峰,0.6250447405050705,0.0826207993636906,3227.163043478261,绿茶
2月中,黄山毛峰,0.6510936567906144,0.08192483595148141,3227.163043478261,绿茶
2月下,黄山毛峰,0.7101809504871743,0.08951415125604825,3227.163043478261,绿茶
3月上,黄山毛峰,0.7271425730761584,0.09018691588785047,3227.163043478261,绿茶
3月中,黄山毛峰,0.8286836349174785,0.08860608470868961,3227.163043478261,绿茶
3月下,黄山毛峰,0.5804515627542074,0.0841754189338202,3227.163043478261,绿茶
4月上,黄山毛峰,0.586816464505866,0.08655796380990256,3227.163043478261,绿茶
4月中,黄山毛峰,0.4256412805726785,0.0829389540664148,3227.163043478261,绿茶
4月下,黄山毛峰,0.18885464307019287,0.06148339630145158,3227.163043478261,绿茶
5月上,黄山毛峰,0.18833764167826605,0.06507257904155896,3227.163043478261,绿茶
5月中,黄山毛峰,0.1577947902167429,0.055875919665937565,3227.163043478261,绿茶
5月下,黄山毛峰,0.16096639490952475,0.055198033225474064,3227.163043478261,绿茶
6月上,黄山毛峰,0.1477430900775502,0.052883276993438054,3227.163043478261,绿茶
6月中,黄山毛峰,0.16961622588983893,0.05974348777092861,3227.163043478261,绿茶
6月下,黄山毛峰,0.14068403261085702,0.04928415191887055,3227.163043478261,绿茶
7月上,太平猴魁,0.1650602409638554,0.039137193937038475,631.8641304347826,绿茶
7月中,太平猴魁,0.16754760979401478,0.03975903614457831,631.8641304347826,绿茶
7月下,太平猴魁,0.146026922941031,0.03791117549376391,631.8641304347826,绿茶
8月上,太平猴魁,0.18286047415468326,0.04621064904780412,631.8641304347826,绿茶
8月中,太平猴魁,0.17454333462883795,0.05036921881072678,631.8641304347826,绿茶
8月下,太平猴魁,0.16818005158463767,0.05253860014839416,631.8641304347826,绿茶
9月上,太平猴魁,0.21235911387485426,0.0713952584531675,631.8641304347826,绿茶
9月中,太平猴魁,0.27011270890011657,0.059968907889623016,631.8641304347826,绿茶
9月下,太平猴魁,0.2756704236300039,0.0704236300038865,631.8641304347826,绿茶
10月上,太平猴魁,0.36268946754760983,0.07279440342013214,631.8641304347826,绿茶
10月中,太平猴魁,0.26105713175281775,0.07652545666537117,631.8641304347826,绿茶
10月下,太平猴魁,0.20994240893191532,0.06349150266756175,631.8641304347826,绿茶
11月上,太平猴魁,0.22456276719782353,0.06813058686358336,631.8641304347826,绿茶
11月中,太平猴魁,0.19448115040808395,0.08235522736105713,631.8641304347826,绿茶
